"","<U+FEFF>url","title","content","source","date","author"
"1","https://www.ptt.cc/bbs/Salary/M.1481261735.A.28C.html","Re: [討論] 少7天假變相減薪","法律我不是很懂

不過小弟來舉實例好了

基本上一例一休對於廣大的排班輪休制 原本月休固定八天以內的勞工族群 都是有益的

交通運輸 保全 醫療 餐飲 飯店 很多月休6天的 在目前都還是合法的喔!

年休假少於100天的比比皆是!!

(不要問我為什麼 應該問之前國民黨為什麼長久以來搞這種法? 勞團怎沒去吵?)

但是 新制一例一休 落實週休二日

基本上月休就是8-10天 年休假117天 (這裡都不算增加的特休假)

所以 至少法律規定的休假天數 增加了

這也就是為什麼 新聞開始一堆客運業者再靠腰 要開始徵人了 就是因為勞工假變多!

所以我本身在餐飲業 原本固定月休八天 (年休假就是少於100)

明年開始 年休假就是117天 (而且特休假 也變多了)




再來 一例一休本身對勞工也是彈性的好處可以用

休息日你不想加班 你還是周休兩日

休息日你想多賺錢加班  加班費還比原本制度增加不少

但如果是周休2例假  例假本身規定是 就算員工同意 非突發事件 還是不能來加班

所以你就算休假沒事 家裡缺錢 學貸還沒還完 想加班存錢換手機 都不能來加班!!

所以一例一休 的確是提供彈性給勞工和資方做選擇


所以到底是在吵什麼?

在爭週休兩例假的勞工朋友 是不是家裡不缺錢 父母給車又給房 小孩有人帶

然後每週一定要排兩天外出郊遊踏青或是港澳兩天一夜?

恭喜你們是幸福的


跟著去吵的學生團體 你們還沒到需要自己賺錢養家養自己 存第一桶金的經濟壓力

還沒出過社會 不知道錢難賺 不知道很多人願意年輕時多賺錢打拼存錢為將來?


至於砍七天假  我只知道2015年是國民黨砍的 我很早以前就沒放過了

加上我本身台獨 那七天假都是國民黨殖民政權的造神假 沒有紀念價值 幹嘛放?

民進黨只是沿用 根據它家台獨傾向 砍掉七天什麼假也不意外

你們要抗議 應該是去對國民黨抗議  怎麼會和國民黨站一起出來反對砍七天假呢

不會覺得 有點荒唐?
--",NA,1481261733,"LanceLee"
"2","https://www.ptt.cc/bbs/Gossiping/M.1481243755.A.F56.html","Re: [ＦＢ] 揭露22K：今晚，送給資方：免費工作一年","當初從雙周84 -> 單周40

代價就是把七天假拿掉 (拿來補少掉的每周兩小時)

現實情況就是 單周40先實施了

後來才要把七天假拿掉 大家就不開心了 轉彎了

這跟勞團自助餐有什麼兩樣


一例一休跟砍七天假本來是沒啥關係的

照原本的做法應該是維持 一例  還是要砍七天假

一例一休還是後來多出來的
--",NA,1481243753,"st900278"
"3","https://www.ptt.cc/bbs/Gossiping/M.1481201747.A.D63.html","[新聞] 林明成：台灣薪資過低 早就該加","林明成：台灣薪資過低 早就該加
〔記者羅倩宜／台北報導〕
華南金控副董事長林明成
今（7日）出席工商協進會理監事會
議時表示，勞基法終於落幕，
「一例一休」是雙贏，勞工既可選擇一週放兩天假，也可選
擇週六要不要加班領工資。「台灣薪資本來就過低，早就應該加一點。」
林明成認為，此
次修法算是圓滿，他樂觀其成。

前行政院長張善政今也應邀赴工商協進會演講，他認為，一例一休昨在立院過關，「但修
法過程太過倉促，溝通可以更充份一點再來決定，不要激起對立。」他說，勞資雙方對新
法仍有不滿，「大家都看到，勞團顯然不滿意，企業主也是經過調整後才接受。」他表示
，修法的溝通過程，應可以更圓順。
工商協進會理事長林伯豐
則表示，勞基法經過四個多月的長期紛擾，終於落幕 ，感謝總
統、行政院、國會及正反雙方的努力。「不過資方對於特休假增加、加班時數一小時算四
小時，這些問題我們很有意見，另加班上限沒有放寬，也對企業造成困擾。」他表示，勞
資法修改後，
對於台灣經濟復甦、投資環境改善，是「反面效果」。
林伯豐?，新版勞基法，休假日加班費增至2.58倍，跟原來資方同意的2倍差不多，企業
主還能接受，但加班多少小時就該算多少小時，不應1小時就以4小時計算。
http://news.ltn.com.tw/news/politics/breakingnews/1909869
來源：自由時報



--",NA,1481201744,"lX"
"4","https://www.ptt.cc/bbs/Gossiping/M.1481187967.A.415.html","[新聞] 企業憂：放假太多 放掉競爭力","1.媒體來源:
聯合新聞網


2.完整新聞標題:
企業憂：放假太多 放掉競爭力


3.完整新聞內文:

勞工一例一休在爭議聲中落幕，勞團不滿意，而工商界對此看法不一。遠東集團董事長徐
旭東表示，雖然大家都喜歡放假，放假也不是壞事，但前提條件為競爭力要夠，才有多放
假的理由；東元集團會長黃茂雄則說，企業界當然想要多照顧勞工，但是競爭力也是要考
量之處，如今也只能接受。

工商協進會昨天舉行理監事會議，理事長林伯豐說，雖然政府化解一項爭議，但是對特休
假天數、加班上限以及工作時數等，「我們（企業界）很有意見」，這對產業界將會產生
反效果。

林伯豐表示，加班費用增加，企業會更鼓勵員工重視績效，在既定工時內做完；但明年度
起，加班工時計算方式，從工時未滿四小時以四小時計算，不滿八小時以八小時計，恐讓
部分員工取巧刻意降低工作效率，來賺取更多加班費。

不過，華南金控副董事長林明成表示，台灣工資是亞洲四小龍最低的，加班費多加一點是
好事；再者，如果需要加班代表訂單或業務不錯，才會加班，也意味著企業本身競爭力好
，相當樂觀其成。


4.完整新聞連結 (或短網址):
https://goo.gl/BTXVbn
5.備註:


--",NA,1481187964,"nuggets"
"5","https://www.ptt.cc/bbs/Gossiping/M.1481175915.A.E9C.html","[ＦＢ] 兒少尖兵-立法委員王育敏","ＦＢ卦點說明：王育敏針對前天在立法院外警力佈署提出質疑

              勞團最多只有100人 最少時只有幾十人

              而警方派出人數不合比例 根本把勞團當恐怖份子


ＦＢ連結：
https://goo.gl/FIzBmz
ＦＢ內容：
【內政委員會-政府應為錯誤決策道歉！】

前天民進黨團為了強勢通過一例一休，

動用上千警力，三重圍欄包圍立院，

以此來阻擋勞團的抗爭。

不合比例的警力，加上大量的防暴裝備，

這面對的到底是人民，還是恐怖分子？

這樣明顯的錯誤決策，政府必須給全民一個交代！








--
推
gary360
gary360 警告一次 雖然不是針對勇士人員，但是太超過的字眼，下次就會水桶
boilerup
boilerup 水桶一年

--",NA,1481175910,"gankgf"
"6","https://www.ptt.cc/bbs/Gossiping/M.1481170708.A.986.html","[爆卦] 姚立明 不要只看7天假 工時84-40是進步","姚立明老師在一例一休七天假的議題別有一番見解開釋，姚老師在三立前進新台灣，年代
新聞追追追與新聞面對面都不斷強調老柯挨打，他觀察網路討論與社會氛圍已被翻轉。。
。
http://i.imgur.com/yYpsMrm.jpg
http://i.imgur.com/pA7Ceqj.jpg
http://i.imgur.com/Pjz9Cen.jpg
姚立明老師面對現在勞團代表的質疑則認為這個問題不能只看七天假，因為他的來源是雙
周84小時工時變成單週40小時，這是進步的，兩個要平衡，同時姚立明老師也認為目前要
直接變成週休兩例這麼大的跳躍，行政單位沒有把握，要有緩衝期，如果小英總統終極目
標仍然是往週休二例邁進，姚立明老師也不認為執政團隊已經放棄了！
http://i.imgur.com/YfgzrEc.jpg
http://i.imgur.com/Tv47rMW.jpg
http://i.imgur.com/3zk2r9G.jpg
http://i.imgur.com/omogZMK.jpg
http://i.imgur.com/kkchOL9.jpg
http://i.imgur.com/BRhzlE6.jpg
http://i.imgur.com/bW2v3DP.jpg
http://i.imgur.com/qs4a9bB.jpg
https://youtu.be/jolOO-KBewg
以下為姚立明老師談話段落全文

姚立明
這一點也不要單從七天假講，因為那個來源是40小時的問題，兩週84變成40，但是著一部
分的進步，這一部分如果實在的
要跟觀眾朋友報告，對不對

所以我們因為有這一個改變，所以才有那個改變，這兩件事情我們要平衡，我同意小平的
一點，只有同意這一點，就是公務員的週休雖然叫休，其實就是兩例

小武哥
就是那兩天都要放假。。。

姚立明
我們不要在名詞上辯論，那是沒有意義，因為公務員就算叫兩休，我跟你講他絕對不會有
公務員老闆叫他來上班嘛！所以他就是兩例嘛

那現在一例一休沒有兩例，這就是比公務員要差嘛！如果是兩例我相信勞工任何抗爭沒有
正當性嘛

你當然就...可是我也同意這一個跳躍的確是要給一段緩衝期，我完全能理解，可是這個
緩衝沒有這個目標嘛！現在這個緩衝如果可以看到週休二例，勞工應該也就OK了，我認為
，就是你這樣子過來就是週休二例的那個目標，這個沒有話講嘛！

可是現在就這個過來，大家沒有把握，是因為我們的行政單位，他們沒有辦法落實到這個
，勞動部天天講話，是站在資方的立場，希望勞工妥協，所以我剛才一直在強調，你看我
們剛剛在隨隨便便又回到這個細節上的爭論，我強調了那個落實，那個實質的目的，也就
是小英在選舉所承諾的，我一定要朝週休二日

那叫實質，我們不要用名詞好不好，就是希望能夠少工作，薪水能夠多增加，這一個目標
民進黨要辦法落實下來，我也不認為他現在放棄了，可是現在這樣子的修改，你將來怎麼
落實它，這是非常重要的嘛！








--",NA,1481170706,"lolivo"
"7","https://www.ptt.cc/bbs/HatePolitics/M.1481165675.A.CB1.html","Re: [討論] 不如討論為何會轉彎","我能想到的是，大家都別假掰了。立院就是各式利益團體的角力場。大家臉上都寫著公平
正義，但你的公平不一定等於他的正義。公平正義並沒有一個黃金標準。只有各利益團體
的角力跟拔河。

美國人在這點就非常不假掰，健全的遊說法，讓各利益團體都能出錢給公關公司去對國會
議員進行遊說。專業的公關公司比較能掌握法案的眉角，進度，如何退讓又不失去初衷，
正確而合理的論述。你給錢，我辦事。大家不講公平，只談目標能否達成。公關公司肯定
是一堆退休政客的集合，但那又如何? 在美國，你的經歷都是你的資產，能在政界穿梭，
協調，就是你的資產，可以用錢計價。

看看美國國會山莊每日有多少公關公司，遊說人員穿梭其中。不然勞團就真的只能在牆外
高喊抗議，公平正義，沒有盟友也沒有金援，常常得不到回應就會更生氣更賭爛，進而有
更激進的行動。以一例一休為例，罵民進黨不在話下，國民黨立委出來一起喊，照樣被噓
回去。以人性來講，你被罵成狗了，我怎麼還會想去理解你口裡的公平正義。在這點，老
美確實是相當務實跟貼近人性的。這世界上沒有一個黃金的公平正義標準，只有利益的盤
算跟拉扯。

勞團背後有900萬勞工相挺，若有遊說法的話，成立一個公關公司我想不難，PTT那些不愛
上街的，應該會把口袋的鈔票拿來資助遊說。人不能到，去轉帳匯款總沒話說了吧？與其
在外面高喊，演行動劇，不如合法進入圍牆內，對這些立委施壓，反應民意又能參與修法
過程，何不呢？
--",NA,1481165672,"yisdl"
"8","https://www.ptt.cc/bbs/Gossiping/M.1481162274.A.878.html","[新聞] 特休假禁遞延 沒休完須給薪","1.媒體來源:
Apple

2.完整新聞標題:
特休假禁遞延 沒休完須給薪

3.完整新聞內文:
明年元旦新法生效 勞工可立即享有新增天數

【唐鎮宇、許敏溶╱台北報導】立院前天三讀通過《勞基法》修正案，勞動部昨詢問電話較平日多2成，勞工最關心特休假增加天數如何算，勞動部昨指，明年元旦新法生效後，勞工可立刻休增加的特休假天數，未休畢特休假不能遞延，須折算工資給勞工，而在新舊過渡期，會有部分勞工因來不及休畢多出天數，僱主須直接加發工資。

不滿民進黨強推《勞基法》，勞團和學生昨凌晨到總統官邸抗議（上圖），遭警察和憲兵驅離（下圖）。胡瑞麒攝

《勞基法》一例一休和刪7天國定假日修正草案前夜三讀通過，昨凌晨有青年團體不滿民進黨強推修法，突襲總統官邸，在大門噴「砍假總統」字樣，遭警方驅離。
詢問電話多了2成

行政院長林全昨重申，此次修法讓特休假看得到、吃得到，也增加資淺勞工特休假，未來會落實勞檢，保障勞工。
勞動部昨接獲的勞工和企業詢問電話較平日多2成，官員說，從早上起就一直響，勞工多關心特休假增加如何算，企業則關切加班費與加班時數問題。因新法是《勞基法》1984年實施以來首增特休假，年資滿6個月就享3天，許多勞工疑惑制度轉換期如何算。
勞動部官員解釋，新法上路當天起，僱主就須依新法給假，例如，前年到職的勞工，目前年資滿兩年，原享7天特休假，新法增為10天，明年元旦起，勞工就可多請這3天。
而特休假「年資」是以勞工到職日做基準，若本月1日到職，則該勞工明年6月1日年資滿6個月起，就可享3天特休，且這3天須在明年11月30日前休畢，否則僱主須折算發工資；而明年12月1日起該勞工年資滿1年又有7天特休。
《蘋果》試算，在新舊制過渡期，會發生特休假來不及休情況。如勞工今年1月2日到職，明年元旦立即享3天特休假，但因逢該勞工的年度終結無法休完（無法在元旦起有3天假、當天又馬上休完），勞動部官員說，這種狀況須直接把未休的假折算工資，而該勞工從1月2日起又有年資滿1年的7天特休假。

不折算最高罰百萬

此外，許多企業和勞工約定當年未休完特休假可延後半年或一段時間繼續使用。但勞動部說，依新法規定，明年起特休假將無法遞延，年度終結時僱主須折算日薪發給，否則可罰2萬到100萬元。但若僱主讓勞工提前預支特休，是優於法令規定，並未禁止。
「看政府如何落實」

上班族江小姐說，年資長一點的勞工，雖然特休假多、但工作量也大，很難把假休完，就送給老闆了，如能強制折算成薪水，算另類加薪，樂觀其成。台灣電子電機資訊產業工會秘書長林名哲說，從目前設計來看，確實比原規定較可能讓勞工用到特休假，但仍要看政府如何落實。


4.完整新聞連結 (或短網址):
http://m.appledaily.com.tw/appledaily/article/headline/20161208/37477804/
5.備註:
s

最近幾天常看到兩倍的新聞
根據到底在哪？


-----
Sent from JPTT on my iPhone

--",NA,1481162267,"uiiuiiu"
"9","https://www.ptt.cc/bbs/HatePolitics/M.1481161548.A.F9D.html","[轉錄] 該關門的是民進黨","1.新聞網址:

http://mypaper.pchome.com.tw/mhchen0201/post/1369117538
2.新聞來源︰
2016/12/7（太平洋時報台灣看台灣）
3.新聞內容︰
立法院於六日預計處理有關勞工週休二日的勞基法部分條文修正草案，因中國國民黨立委
一早佔據主席台杯葛議事，立法院長蘇嘉全隨即召集協商，後來協商破裂，中國國民黨死
守主席台，下午民進黨立委分頭從主席台後方及左右兩側衝上主席台，搶下主席台麥克風
，立法院長蘇嘉全成功的站在主席台。最後通過民進黨團的提案，逐條表決，並延長開會
時間至本次會議討論事項處理完畢。

日前因為勞團不滿取消七天的國定假日而抗爭，加上藍綠在野黨在立法院的阻撓，造成一
例一休的修法受阻，民進黨立院黨團總召表示，有人抗爭就不能修法，立法院可以關門了
。事實上不是立法院該關門，而是民進黨該解散，第二度執政的政黨，還不知道自己該扮
演甚麼角色，人人一把號，到處捅蜂窩，讓執政黨被叮得滿頭包，乾脆解散了，豈不是更
可以各吹各的調？

不只是一例一休的修法，同性婚的修法都重創了民進黨，而這些問題都是民進黨的立委捅
出來的。事實上同性婚姻的議題在中國國民黨執政時就已經有人提出，掌控立法院的中國
國民黨很清楚它是蜂窩，不敢推動。民進黨執政之後，誤以為他們已經掌控天下，選民會
乖乖聽他們的，自己想做甚麼就做甚麼，不知道執政黨的角色與在野黨完全不同。

雖然馬英九搞跨中國國民黨，可是該黨其他成員都很清楚，執政黨要繼續執政必須求「安
定」，在野黨則要到處放火才能擴張政治版圖，所以在他們執政時，除了馬英九為了「化
獨漸統」，提出傾中議題外，不碰其他爭議性的議題，可是當他們下野時，卻到處放火，
因為政局越亂，受創的是執政黨，在野黨就可以擴張政治版圖，想不到民進黨內竟然也有
人陪著放火。

一件相當有趣的事，一位力挺時代力量的基督徒，為了同性婚的議題，天天都在罵民進黨
，竟然忘了民進黨支持同性婚的只是少數幾位立委，而時代力量力挺同性婚的卻是全體立
委，包括黨主席，這位基督徒從未譴責時代力量，卻天天罵民進黨，當然這種思唯是有些
偏差，但有一個重要關鍵，民進黨是執政黨，只要有人捅蜂窩，執政黨就被叮得滿頭包，
最好笑的就是民進黨立委竟然也有人捅蜂窩。

更好笑的是一例一休的修法，它所引起的抗爭是民進黨自己捅出來的，在勞資糾葛當中，
並沒有客觀的標準，站在資方的立場，節省成本才能獲利，但在勞方的立場，當然希望「
錢多事少」。台灣有八百多萬的勞工，這是大家想爭取的選票，在野黨為了爭取這些選票
，當然會提出討好勞工的政策，至於後果如何，那是執政黨的事。執政黨要擔負發展經濟
的責任，當然要考慮勞資雙方的立場。

七天的國定假日，早在中國國民黨執政時期就取消了，也沒有人抗爭，完全執政的民進黨
本來就可以很安穩地處理一例一休的修法，誰知民進黨接掌立法院之後，立刻恢復七天國
定假日，後來發現它對中小企業的打擊太大，又要取消，才引來軒然大波，由這件事就可
以看出民進黨的立委還扮演在野黨的角色。

針對近日政壇上的爭執，有不少名嘴大罵時代力量，與中國國民黨一起鬥爭民進黨。事實
上這是政壇上必然發生的問題，在野黨要擴張政治版圖，當然會與執政黨衝突，況且時代
力量的政治版圖與民進黨重疊，就是民進黨流失政治版圖時代力量才會有所得，這是很基
本的常識，民進黨若有智慧，自己不捅蜂窩，時代力量哪來這種機會？

（作者為中山大學退休教授、台灣安全促進會會長）
4.附註︰
其實民進黨一直都比較像派系聯盟

--

--",NA,1481161544,"skyalso"
"10","https://www.ptt.cc/bbs/Gossiping/M.1481160503.A.F53.html","[新聞] 指國民黨是砍假元兇 段宜康：該集體去醫","http://udn.com/news/story/9636/2151065
指國民黨是砍假元兇 段宜康：該集體去醫院看診

聯合

蔡政府今天拚一例一休草案三讀過關，藍營立委一早就到立院備戰，阻止民進黨將法案強
渡關山，場外也有大批勞團抗議。國民黨的訴求是阻止民進黨砍七天假，但綠營立委段宜
康直指國民黨在上半年的提案中早就把七天假砍了，現在不知道在反對什麼。


立院今天開議審勞基法修正草案，民進黨力拚將一例一休法案三讀通過，國民黨上午一早
佔領主席台，待綠營立委進場後，藍綠雙方互相叫囂並爭奪看板。國民黨團稱無法接受新
國會協商柯建銘都不讓步，只會蠻幹，堅持主張拒砍勞工七天假、要實質特休。


場外則有勞團包圍立院，工鬥高舉68名民進黨籍立委立牌，批評綠營選前開出支票，承諾
保障七天假，選後卻反悔，根本是「砍假兇手」、「詐騙集團」。他們堅持主張拒砍七天
假，揚言抗爭到底。


民進黨立委段宜康稍早在臉書PO出一張「紀念日及節日實施條例草案」，他指國民黨立委
在今年3月提了這個草案，上個月25日又再度提出新草案，一邊喊著拒砍七天假，但在草
案裡卻把七天假全砍了，只剩元旦、228紀念日和雙十節，其他紀念日統統不准放假。不
僅七天假沒得放，還把部分紀念日取消，像是10月31日蔣公誕辰紀念日。他還列出提案人
與連署人的姓名，清一色都是藍營立委。


段宜康質疑現在在立院佔領主席台的國民黨立委，不知道他們在反對什麼，還譏「應該集
體帶去台大醫院看診吧！」。

--
--",NA,1481160490,"DORAQMON"
